category,current_stock,avg_weekly_sales,lead_time_days,month,recommended_order_qty
Alimentaire,132,43.75,11,9,42
Textile,36,32.04,12,1,77
Electronique,159,21.02,17,8,10
Alimentaire,236,44.68,16,11,6
Outillage,72,65.07,22,7,175
Alimentaire,88,27.23,9,12,0
Electronique,5,68.68,9,5,102
Textile,293,57.42,7,1,0
Electronique,359,71.31,17,9,11
Alimentaire,330,24.08,15,3,0
Alimentaire,151,57.53,11,1,60
Textile,237,15.53,18,3,0
Textile,384,34.01,11,12,0
Textile,236,65.74,8,10,0
Outillage,118,57.59,15,4,102
Electronique,135,18.53,13,8,0
Alimentaire,290,77.53,12,5,84
Electronique,178,6.69,13,3,0
Electronique,334,54.38,23,12,84
Electronique,345,88.58,8,10,5
Textile,14,48.77,9,5,70
Outillage,289,72.46,15,5,79
Outillage,147,54.38,4,10,0
Textile,207,70.91,7,6,0
Outillage,105,59.69,15,5,116
Electronique,147,62.82,14,5,89
Outillage,132,22.05,17,6,0
Outillage,20,67.28,6,7,43
Electronique,313,22.94,21,1,0
Alimentaire,57,88.3,14,6,185
Outillage,150,22.05,7,6,0
Alimentaire,77,22.83,10,4,32
Outillage,64,77.56,8,5,91
Outillage,149,23.38,13,6,0
Alimentaire,367,33.76,13,5,0
Electronique,377,64.89,13,11,0
Alimentaire,152,15.97,13,7,0
Electronique,202,16.0,23,7,0
Alimentaire,394,44.8,24,4,57
Textile,93,23.45,14,11,0
Alimentaire,377,22.74,24,1,0
Electronique,42,2.81,21,7,0
Alimentaire,90,34.6,21,3,90
Textile,135,30.01,8,10,0
Electronique,14,4.74,13,5,0
Electronique,326,56.67,11,4,10
Outillage,342,57.15,6,1,0
Electronique,153,8.23,5,10,0
Alimentaire,334,29.9,17,5,0
Electronique,309,78.81,12,4,47
Electronique,320,53.23,21,11,44
Alimentaire,321,38.25,18,1,10
Textile,229,42.93,5,6,0
Electronique,44,20.33,21,2,14
Electronique,369,73.45,14,2,0
Electronique,243,82.43,15,1,88
Textile,360,82.14,24,3,175
Outillage,383,21.71,17,12,0
Electronique,74,29.35,4,6,0
Alimentaire,160,16.13,7,12,0
Alimentaire,76,29.03,12,4,11
Alimentaire,20,31.29,4,10,11
Electronique,386,57.71,7,2,0
Electronique,369,18.69,20,2,0
Textile,372,82.91,6,1,0
Alimentaire,353,11.07,7,11,0
Alimentaire,259,2.61,14,9,0
Alimentaire,208,77.24,5,9,0
Outillage,396,63.93,9,12,0
Textile,220,33.27,23,4,44
Alimentaire,256,54.4,17,9,17
Electronique,84,21.67,24,7,26
Outillage,298,16.82,11,7,0
Outillage,327,43.46,16,8,0
Electronique,271,33.08,9,6,0
Outillage,199,56.14,11,1,32
